"","x"
"2617",583786.707672965
"2618",1229119.82466888
"2619",531397.45979557
"2620",421098.247093725
"2621",665486.435861747
"2622",525445.511841202
"2623",840129.170822014
"2624",646902.737124766
"2625",231311.288302479
"2626",875942.87851086
"2627",299053.70421102
"2628",776970.16856223
"2629",449363.558301641
"2630",245862.962218184
"2631",398663.615004421
"2632",958047.581628673
"2633",313585.265406708
"2634",408249.680974304
"2635",1916136.60963023
"2636",333655.216944058
"2637",727523.402760273
"2638",382045.649620564
"2639",949544.778792719
"2640",458797.280542353
"2641",1757946.96969118
"2642",275108.018534472
"2643",987848.703188236
"2644",1062364.92182984
"2645",609726.343180469
"2646",594806.851489832
"2647",334181.826880754
"2648",257000.524850814
"2649",986384.900376084
"2650",1729634.85562574
"2651",556474.053741747
"2652",701432.355755912
"2653",110579.937247289
"2654",1599781.90135642
"2655",1121673.71343494
"2656",420885.773565639
"2657",462679.235239976
"2658",335590.226942669
"2659",703915.409268804
"2660",278490.947332262
"2661",297166.003471778
"2662",451203.086591592
"2663",545110.139145723
"2664",530489.901157798
"2665",441521.468873596
"2666",526894.048487036
"2667",284159.536024171
"2668",750179.862938918
"2669",208344.819537629
"2670",300331.356651182
"2671",439087.840716667
"2672",532581.21206731
"2673",802121.175341014
"2674",230924.139791277
"2675",690800.090575857
"2676",338684.917979233
"2677",757296.779599045
"2678",611273.937216996
"2679",684371.289702516
"2680",154270.824925142
"2681",179520.771353076
"2682",243053.646049998
"2683",292088.069109039
"2684",506236.749624119
"2685",1445178.77905238
"2686",711600.327243083
"2687",542913.505456597
"2688",1022884.97265976
"2689",291559.06094603
"2690",328105.044232311
"2691",533019.419950582
"2692",454641.434112101
"2693",421047.063285248
"2694",482259.084256945
"2695",325293.674758908
"2696",287649.773204967
"2697",1436608.70749027
"2698",583308.268517453
"2699",378385.524202805
"2700",363760.518288233
"2701",669555.508680909
"2702",540953.368036063
"2703",605799.635225333
"2704",518463.515596474
"2705",442151.991746535
"2706",494144.455726171
"2707",350121.709964877
"2708",621168.671039032
"2709",384381.601310898
"2710",474421.606943127
"2711",288894.807132702
"2712",609888.853712937
"2713",272069.526265561
"2714",793389.604338094
"2715",914034.939586575
"2716",778735.863929688
"2717",2295357.66469997
"2718",642938.186641345
"2719",197329.032609314
"2720",353593.747757529
"2721",230079.247826317
"2722",360940.736823601
"2723",2441201.27602535
"2724",429193.700547132
"2725",535345.989652989
"2726",471342.905528703
"2727",283510.85088302
"2728",714007.869419879
"2729",233121.392400285
"2730",337342.000136903
"2731",549299.834177452
"2732",311833.106750649
"2733",560839.841842351
"2734",186508.120397381
"2735",426568.853407294
"2736",580239.973216095
"2737",192478.556091781
"2738",237897.324966642
"2739",368895.005181791
"2740",279042.176688999
"2741",291899.504594645
"2742",474068.98557587
"2743",484737.314733182
"2744",202611.905637607
"2745",277705.15711429
"2746",453137.061034932
"2747",557819.672534143
"2748",205710.026852586
"2749",261297.720933901
"2750",319495.578478119
"2751",228547.750692178
"2752",180435.513254711
"2753",533504.185844872
"2754",476270.165670107
"2755",476270.165670107
"2756",269589.715329911
"2757",692326.457904529
"2758",757778.494165975
"2759",2677331.36356769
"2760",476724.361269261
"2761",318313.133011959
"2762",806146.562071873
"2763",492604.313335639
"2764",196239.558439395
"2765",329232.363773494
"2766",252839.918283535
"2767",974539.929674488
"2768",836533.306276501
"2769",448140.365023375
"2770",154688.035843625
"2771",328305.743119777
"2772",314345.4492155
"2773",609534.649623106
"2774",394884.332451243
"2775",154494.103422682
"2776",482772.811750438
"2777",739584.84317096
"2778",220480.092085546
"2779",315176.41488048
"2780",816890.567706482
"2781",1070145.06499933
"2782",475862.088295603
"2783",423018.538857471
"2784",274550.815094738
"2785",382415.002400124
"2786",387873.739630812
"2787",680979.752222492
"2788",1106309.1800413
"2789",863515.527329781
"2790",475940.935076766
"2791",416093.36616352
"2792",281211.370166466
"2793",547593.786154873
"2794",545483.620310914
"2795",433881.096756702
"2796",574308.295745255
"2797",476760.339461438
"2798",251901.993316882
"2799",217388.22718075
"2800",696481.962393395
"2801",197902.020312202
"2802",310728.976050808
"2803",659913.534130516
"2804",369850.373647447
"2805",374083.362488608
"2806",349927.43302725
"2807",243787.720853448
"2808",115275.039414152
"2809",651149.452218045
"2810",351096.773597495
"2811",389248.872457244
"2812",235878.643954748
"2813",310303.892156741
"2814",254425.109016245
"2815",214766.575422342
"2816",478524.536460385
"2817",693471.30151105
"2818",407592.542762282
"2819",671938.722894561
"2820",378234.705891731
"2821",1451549.32564433
"2822",715872.36610123
"2823",320994.543494205
"2824",570663.115196968
"2825",399007.143780602
"2826",283537.575890536
"2827",265329.024502678
"2828",447672.365617995
"2829",1017025.90238852
"2830",212103.526837148
"2831",225328.093225243
"2832",263352.343641805
"2833",682794.889435253
"2834",442626.11734604
"2835",289699.817927959
"2836",560506.197067837
"2837",485090.848460637
"2838",284333.065633409
"2839",597845.000067224
"2840",224097.394860847
"2841",710166.772733228
"2842",595354.125704891
"2843",216829.621601223
"2844",412803.487563909
"2845",617370.299389934
"2846",517548.008851782
"2847",393975.269892033
"2848",227480.706218477
"2849",302937.826198621
"2850",627457.138878357
"2851",472149.81044094
"2852",592682.194560603
"2853",693501.099773566
"2854",207298.102496545
"2855",295131.370344492
"2856",1093155.29330995
"2857",391731.77829756
"2858",1278716.93098329
"2859",337124.685963589
"2860",760955.248250344
"2861",171369.912880616
"2862",570079.117464635
"2863",579598.300970162
"2864",248580.633361252
"2865",310017.863031089
"2866",309746.241008696
"2867",334801.052183585
"2868",702152.221802115
"2869",534747.520197798
"2870",633115.478584605
"2871",541831.348740131
"2872",359059.041184944
"2873",576832.363872193
"2874",574130.658480568
"2875",811103.797338437
"2876",284353.330300256
"2877",518341.73751694
"2878",128841.720993987
"2879",818288.329241229
"2880",2311111.19277113
"2881",664694.967477862
"2882",391538.462092666
"2883",800407.073828804
"2884",325691.657670245
"2885",830408.57744614
"2886",546815.790529699
"2887",2160481.25255417
"2888",446840.669327763
"2889",978393.535984705
"2890",170850.621096039
"2891",584612.398794972
"2892",241553.680902097
"2893",634525.308127199
"2894",774310.144355536
"2895",349530.116049963
"2896",433956.729556882
"2897",224141.238694546
"2898",825887.750211155
"2899",990663.0106296
"2900",396210.771840092
"2901",250334.860543775
"2902",620103.333004686
"2903",836786.153850542
"2904",663711.647208574
"2905",1030351.57262248
"2906",185619.794580919
"2907",323380.742825028
"2908",523587.046059219
"2909",361727.756115743
"2910",315612.915838351
"2911",1558041.10664353
"2912",262527.599265854
"2913",919066.315007954
"2914",217003.4118758
"2915",816166.982742401
"2916",304522.255015911
"2917",649835.816352573
"2918",251579.775765149
"2919",1202354.91617196
"2920",323095.304080025
"2921",557848.577658622
"2922",205153.392937033
"2923",273749.664378415
"2924",449509.328471557
"2925",222708.043933145
"2926",707589.954645115
"2927",768812.124996446
"2928",1151554.11217367
"2929",432634.427013973
"2930",265776.41367994
"2931",437460.431468281
"2932",513684.059938831
"2933",318676.32236738
"2934",468090.740174353
"2935",236667.629957619
"2936",204808.616129171
"2937",251314.99345312
"2938",602845.575513296
"2939",763942.664126385
"2940",406271.095666128
"2941",1819534.72370736
"2942",882378.98806837
"2943",295738.708669899
"2944",1097635.38451063
"2945",252775.986137843
"2946",324555.194241259
"2947",264196.570064103
"2948",243613.481324618
"2949",412590.602226991
"2950",385935.716965032
"2951",666735.994232596
"2952",1098988.034856
"2953",339910.177971764
"2954",421928.077260835
"2955",776701.03370528
"2956",368653.070808144
"2957",242450.759842149
"2958",919381.515880338
"2959",232528.267919069
"2960",562747.466313462
"2961",635236.211437741
"2962",369737.776483034
"2963",543865.651120928
"2964",1626235.50303235
"2965",624471.413935357
"2966",384998.278231955
"2967",625749.037099584
"2968",547813.71122771
"2969",579351.826738808
"2970",1189831.50424228
"2971",247256.142144035
"2972",606924.040190272
"2973",476491.830774832
"2974",1195643.35650507
"2975",363646.514493615
"2976",1201229.12080423
"2977",249456.844733385
"2978",1407015.20617784
"2979",377701.282984098
"2980",440016.992896244
"2981",1116861.5779864
"2982",365786.214218522
"2983",331138.662723635
"2984",482731.620926477
"2985",466809.284015803
"2986",705085.147010604
"2987",331102.374955075
"2988",447084.000651552
"2989",1156446.8093912
"2990",424822.26523714
"2991",357493.351901657
"2992",1040654.54329435
"2993",437265.592496438
"2994",956016.33630191
"2995",294187.040945837
"2996",297980.140792988
"2997",591957.960087446
"2998",218910.375986874
"2999",296168.072396281
"3000",539420.077157886
"3001",554920.232920609
"3002",677623.32663684
"3003",893885.429068056
"3004",721515.097785339
"3005",935901.996143371
"3006",464142.134765422
"3007",639051.111389193
"3008",363186.546115848
"3009",325846.032751064
"3010",350722.538705123
"3011",543791.601193619
"3012",464016.391029092
"3013",487630.119066724
"3014",1459500.52648002
"3015",621741.583289333
"3016",305021.764842404
"3017",363862.734869152
"3018",339254.955638619
"3019",349179.650938893
"3020",272960.503298885
"3021",577207.34565589
"3022",385329.718665649
"3023",515193.935225405
"3024",226454.439285936
"3025",251396.461704161
"3026",656239.128559436
"3027",457105.224526674
"3028",642595.913255901
"3029",314980.493826684
"3030",336161.370607566
"3031",276562.34734678
"3032",244591.894464229
"3033",449454.572116608
"3034",383363.712678777
"3035",619430.917102901
"3036",1272139.42831611
"3037",260898.912194773
"3038",285387.570095107
"3039",215820.273253345
"3040",689010.44700405
"3041",187028.546006443
"3042",380751.697791734
"3043",410143.745777905
"3044",753625.377565843
"3045",321694.537810078
"3046",218486.201798151
"3047",380293.17941957
"3048",369232.322350865
"3049",388901.148118715
"3050",454370.407213179
"3051",559236.558136191
"3052",243894.245723254
"3053",368276.468403119
"3054",696405.937918596
"3055",438826.944285344
"3056",674165.929214464
"3057",594431.51918151
"3058",790285.152772035
"3059",219555.977409601
"3060",472830.810165443
"3061",428605.84329629
"3062",1413742.09564224
"3063",319359.314957484
"3064",993004.473496187
"3065",2364204.91608403
"3066",286619.878027006
"3067",48247.449041757
"3068",841788.418350521
"3069",525371.813451934
"3070",539501.75051784
"3071",269755.764991626
"3072",266538.093319044
"3073",299565.703392373
"3074",437601.783033552
"3075",811427.856263001
"3076",402534.56725779
"3077",631911.908003606
"3078",856413.551264326
"3079",357349.715158721
"3080",644429.491241206
"3081",468829.135658953
"3082",440441.242610404
"3083",276836.179222558
"3084",369823.196335727
"3085",431418.490039569
"3086",431418.490039569
"3087",335210.844219721
"3088",344004.631710908
"3089",200311.969272927
"3090",311937.405311426
"3091",340753.611332086
"3092",418864.499396942
"3093",630395.026254972
"3094",466186.009220361
"3095",1434145.63080537
"3096",493150.197369514
"3097",438634.236739291
"3098",482481.459795992
"3099",427799.813976293
"3100",497168.827266067
"3101",284200.540379007
"3102",361180.935334139
"3103",642517.057048277
"3104",174847.505964615
"3105",347092.212313224
"3106",458795.276968106
"3107",658390.934970493
"3108",384784.757158452
"3109",334857.309746421
"3110",222143.910412371
"3111",211289.800372503
"3112",343986.193603808
"3113",744589.716882092
"3114",450583.732607931
"3115",279293.781318775
"3116",615109.59030043
"3117",363900.181165905
"3118",260021.910615252
"3119",554641.187397297
"3120",796135.380316013
"3121",701675.820331894
"3122",671623.388847846
"3123",422635.40264233
"3124",474029.729277859
"3125",481633.285017074
"3126",477966.129162542
"3127",620329.939291178
"3128",186727.448356111
"3129",1320297.99420666
"3130",669924.097561568
"3131",221519.184910753
"3132",412141.026039242
"3133",1358979.39473015
"3134",453701.539174973
"3135",652385.106782477
"3136",408189.550520646
"3137",506180.61702109
"3138",465417.004356195
"3139",442345.209977636
"3140",562740.38951219
"3141",423888.057456378
"3142",337134.94008812
"3143",554363.026582229
"3144",234578.938730217
"3145",344287.071241977
"3146",438460.267178901
"3147",460288.088757168
"3148",635263.037948381
"3149",313517.426890701
"3150",1025009.05357206
"3151",411756.955158726
"3152",501837.815519431
"3153",524297.190334749
"3154",412153.099883456
"3155",244169.11040449
"3156",479191.057032713
"3157",398783.185758636
"3158",1589516.1670477
"3159",398454.87799876
"3160",540145.928444434
"3161",365142.19038334
"3162",274359.64211139
"3163",447279.170914461
"3164",642629.842655069
"3165",612171.820109551
"3166",226910.736166495
"3167",556762.002478374
"3168",353912.461727113
"3169",643291.995815929
"3170",544292.192240771
"3171",481912.813534281
"3172",685364.550486032
"3173",477078.621747172
"3174",588274.704377621
"3175",436212.280345617
"3176",520084.316512748
"3177",1054152.02795774
"3178",279608.799294117
"3179",263871.803871805
"3180",624415.990179145
"3181",369707.14651812
"3182",306419.798062663
"3183",220381.913180592
"3184",766181.064793604
"3185",584028.779428379
"3186",761267.920684396
"3187",233996.623786541
"3188",326574.247537796
"3189",1030408.76740407
"3190",522362.42755134
"3191",316097.433625739
"3192",274716.95477297
"3193",208598.373063524
"3194",714140.420485149
"3195",250667.594407552
"3196",236825.444861371
"3197",557630.502648881
"3198",1071498.24770581
"3199",714746.84358362
"3200",326032.095226359
"3201",936446.520856373
"3202",560152.108320946
"3203",307129.299960774
"3204",405609.103200434
"3205",734967.908653251
"3206",297355.245217816
"3207",356753.51862018
"3208",253317.907468884
"3209",1147016.8592177
"3210",752726.432507033
"3211",636668.158543039
"3212",842510.037331553
"3213",308384.649664335
"3214",461120.72381679
"3215",449514.775970486
"3216",658024.793560845
"3217",283828.158155597
"3218",1214081.45033107
"3219",654494.804278642
"3220",379593.758121727
"3221",638507.185039914
"3222",610841.149088268
"3223",183861.712225852
"3224",552854.694334514
"3225",173736.257165835
"3226",751750.939339932
"3227",857798.559591589
"3228",584374.135397929
"3229",578737.514900643
"3230",483809.464204381
"3231",695053.824818537
"3232",464942.534230964
"3233",305841.239083312
"3234",285378.139062999
"3235",216534.797238643
"3236",415026.934390463
"3237",832964.122798125
"3238",268410.767615815
"3239",1413181.34743147
"3240",314519.640271956
"3241",813880.655755983
"3242",599036.095957284
"3243",127901.518322593
"3244",856005.735448143
"3245",254116.962503807
"3246",375401.157625596
"3247",217535.020917961
"3248",325554.952886794
"3249",1132793.90311778
"3250",285460.532760714
"3251",1470318.02795223
"3252",861274.433222413
"3253",515375.146574082
"3254",697102.031832771
"3255",256843.341319571
"3256",291504.879319103
"3257",918887.426715108
"3258",566195.596008847
"3259",1003667.07054299
"3260",728414.876587047
"3261",315442.240269164
"3262",229730.679750633
"3263",783300.748833818
"3264",921239.876491103
"3265",405087.995172437
"3266",612648.64990205
"3267",392374.129705587
"3268",329242.113844814
"3269",380699.664950184
"3270",357586.185769578
"3271",1027987.28956588
"3272",393605.078886068
"3273",988483.243395765
"3274",678649.954518698
"3275",233133.64345106
"3276",631768.080602515
"3277",320815.289244633
"3278",596742.498085168
"3279",465603.615897505
"3280",110808.616158953
"3281",156493.136471641
"3282",380758.377474364
"3283",267428.590549459
"3284",1192195.95923102
"3285",396227.292106689
"3286",216920.98280851
"3287",793981.755954834
"3288",218086.742650432
"3289",753806.414184499
"3290",550860.052089036
"3291",991816.727067955
"3292",649571.513458892
"3293",425812.07079393
"3294",314026.959069325
"3295",339956.236029657
"3296",325298.075207585
"3297",496421.654152159
"3298",479111.155586498
"3299",362264.804132748
"3300",166546.975466466
"3301",622187.00289878
"3302",448914.460688001
"3303",472337.502340891
"3304",446373.601306683
"3305",346222.030616986
"3306",260043.114830411
"3307",893440.937039507
"3308",785175.790521163
"3309",243056.394556072
"3310",377521.508514264
"3311",1140592.53256612
"3312",224650.589147706
"3313",659562.095282274
"3314",483654.03458293
"3315",631188.759725207
"3316",982405.497149861
"3317",266375.684205993
"3318",228789.074811352
"3319",482849.744196451
"3320",656275.072084631
"3321",545852.668165369
"3322",1373251.76152934
"3323",312764.000568989
"3324",431727.919203339
"3325",677253.758322612
"3326",562480.754510705
"3327",1327322.10894354
"3328",179661.364978672
"3329",559274.958796521
"3330",463935.831807906
"3331",253170.645341935
"3332",476953.017297228
"3333",606162.762270693
"3334",390987.639646962
"3335",437088.298508608
"3336",701911.390551435
"3337",365441.309777796
"3338",2262651.77925666
"3339",451777.47746725
"3340",428558.048849071
"3341",473628.994676376
"3342",285341.507399673
"3343",410297.04430333
"3344",508181.053568297
"3345",189107.478962094
"3346",637954.736624445
"3347",472363.456068316
"3348",639193.55874838
"3349",177227.72808379
"3350",205677.632329327
"3351",216166.517509337
"3352",338367.299815626
"3353",406032.545790543
"3354",470421.635866043
"3355",270079.734367215
"3356",972811.391675308
"3357",551728.323359424
"3358",367979.609984177
"3359",446166.644804458
"3360",653141.360414218
"3361",366490.49683652
"3362",431442.111370801
"3363",1415195.29501262
"3364",383903.536926421
"3365",191032.334192769
"3366",651400.738419922
"3367",218912.627494906
"3368",597583.530723514
"3369",435516.071037418
"3370",614487.959039679
"3371",283132.448818918
"3372",1462058.66465512
"3373",432819.900157539
"3374",941044.580623468
"3375",384459.269396962
"3376",1496986.80188888
"3377",599337.340684645
"3378",844221.390633701
"3379",238953.660006409
"3380",320479.113806446
"3381",1988112.08887484
"3382",217279.460551366
"3383",631646.702107822
"3384",612126.281432128
"3385",1364094.58183387
"3386",320504.659397551
"3387",497750.801640649
"3388",236994.679102072
"3389",429902.336388538
"3390",876382.941096798
"3391",638227.328797161
"3392",401672.798311513
"3393",299234.738355877
"3394",381471.254248666
"3395",260399.017540051
"3396",579692.142751534
"3397",505401.073541816
"3398",569785.18286315
"3399",202520.256674728
"3400",461147.463430868
"3401",388610.479649391
"3402",558965.412304066
"3403",1173449.4024479
"3404",641478.79797188
"3405",430214.205527895
"3406",818819.069780666
"3407",221924.936496357
"3408",574468.156836641
"3409",478437.238961795
"3410",504955.901565795
"3411",947168.047462739
"3412",416045.669448365
"3413",876295.548527219
"3414",249649.451564597
"3415",726983.324447089
"3416",1098189.59158105
"3417",327021.975986811
"3418",423003.2754779
"3419",94706.3799051427
"3420",283022.914385029
"3421",2221604.75125046
"3422",396649.142143898
"3423",402881.19081117
"3424",410929.6322173
"3425",631407.294518126
"3426",255718.848160821
"3427",272089.775977738
"3428",260840.228991262
"3429",388005.744063267
"3430",609921.381909454
"3431",677140.734141333
"3432",376819.823148732
"3433",597788.634034067
"3434",688364.954303859
"3435",530285.969439297
"3436",213938.402371274
"3437",288222.647959426
"3438",265255.393914738
"3439",366767.120033458
"3440",408658.525957212
"3441",915582.518893087
"3442",185531.470784631
"3443",418176.415583814
"3444",227976.384902165
"3445",624585.216230172
"3446",485379.094495515
"3447",715432.913603567
"3448",353489.853112991
"3449",425582.412996293
"3450",236497.910266197
"3451",1270836.54545155
"3452",1119484.7390076
"3453",228222.692223754
"3454",791756.565310195
"3455",445303.581111261
"3456",336838.318366578
"3457",137964.85130728
"3458",137964.85130728
"3459",1027924.68386078
"3460",516169.136805609
"3461",668148.862963376
"3462",664294.128034304
"3463",202371.113440462
"3464",602076.792556313
"3465",355834.086808323
"3466",671179.796964663
"3467",267888.38279068
"3468",319222.890255857
"3469",417726.304292249
"3470",489194.852353502
"3471",481723.425452226
"3472",269062.097920986
"3473",802893.914596285
"3474",1154488.61072266
"3475",308711.355046823
"3476",445716.139966917
"3477",276290.085394022
"3478",755681.86378765
"3479",665446.36031247
"3480",832673.405418933
"3481",407924.882684312
"3482",616149.488318242
"3483",331734.082916413
"3484",664438.874946813
"3485",247026.775585082
"3486",460176.058237049
"3487",372214.132224554
"3488",147341.670586313
"3489",408430.195605263
"3490",524497.323635758
"3491",702432.60137267
"3492",382279.917102054
"3493",753219.121143991
"3494",447078.30681452
"3495",511261.772042146
"3496",456364.315263524
"3497",429256.536779831
"3498",206944.954887127
"3499",703860.287918454
"3500",498647.798052104
"3501",369508.313511936
"3502",514648.875498024
"3503",660383.802318623
"3504",514690.397261236
"3505",542839.402226579
"3506",158650.66412048
"3507",683303.460546105
"3508",528955.693473485
"3509",396940.219707678
"3510",382843.022733148
"3511",752557.286611705
"3512",324013.667132043
"3513",358218.351967458
"3514",568444.405616908
"3515",1034594.31353909
"3516",771817.222409346
"3517",1133417.42434748
"3518",254120.273668171
"3519",311122.983756873
"3520",1180077.032297
"3521",549055.224818192
"3522",540234.764740337
"3523",272788.347789448
"3524",400845.792128976
"3525",1252098.04308695
"3526",840143.572351743
"3527",317987.845607378
"3528",875612.687575894
"3529",263629.572315557
"3530",463039.060437029
"3531",974210.591322828
"3532",872692.358777124
"3533",245931.946487832
"3534",428892.909980038
"3535",453130.347972014
"3536",252221.174094221
"3537",515247.473311188
"3538",502350.347789004
"3539",430601.522885126
"3540",236696.260969282
"3541",494666.078973466
"3542",1062830.25526807
"3543",326805.673404742
"3544",440543.849329671
"3545",345591.172608818
"3546",290193.156102133
"3547",367844.349666326
"3548",370160.205651412
"3549",277069.407203115
"3550",547527.365168768
"3551",555980.820549226
"3552",420574.775506579
"3553",945548.27566916
"3554",260455.621440171
"3555",740033.954092456
"3556",309166.906602745
"3557",739097.08918482
"3558",304159.197446271
"3559",589223.310339287
"3560",266774.59454735
"3561",421314.426556314
"3562",544851.797398104
"3563",507314.138220633
"3564",427427.038973927
"3565",438141.28881763
"3566",622452.440682806
"3567",334324.22218213
"3568",359268.007707928
"3569",683819.470834791
"3570",256101.199222651
"3571",510374.631229026
"3572",538217.31821616
"3573",369805.49894846
"3574",510845.932944767
"3575",573451.512895241
"3576",281574.261601052
"3577",389769.299266898
"3578",466293.853001448
"3579",233783.760872686
"3580",887111.238743546
"3581",504936.869558568
"3582",347660.435122705
"3583",1136334.6281925
"3584",212255.86032738
"3585",261277.484461729
"3586",334731.369939344
"3587",327524.101593691
"3588",382028.644509202
"3589",301483.674664782
"3590",254496.427292378
"3591",479798.350658627
"3592",433781.391027976
"3593",869385.607880882
"3594",214395.596584353
"3595",427484.558762705
"3596",470675.063603411
"3597",605180.151245301
"3598",534161.995566148
"3599",383909.035742612
"3600",385913.650865824
"3601",341351.792205482
"3602",566785.3118683
"3603",604100.241492007
"3604",222438.242063477
"3605",478627.331948484
"3606",362051.750439842
"3607",463315.404036883
"3608",211289.383436853
"3609",2567731.24639254
"3610",379501.369393143
"3611",288750.129741163
"3612",409183.270457328
"3613",223425.339436021
"3614",236805.323603083
"3615",1791139.258077
"3616",463394.73222708
"3617",823944.273123691
"3618",666490.627135873
"3619",378146.645632217
"3620",315972.142992629
"3621",2275841.59324751
"3622",632631.224829803
"3623",317696.537393361
"3624",150261.279236996
"3625",289712.101822329
"3626",322907.360641586
"3627",505443.960499888
"3628",620571.170669514
"3629",568054.735942507
"3630",637712.842939764
"3631",745530.422471924
"3632",195325.860824162
"3633",364389.869553736
"3634",492419.075170075
"3635",691814.194419884
"3636",762236.436189218
"3637",188376.648239817
"3638",1039688.6021376
"3639",332927.798374163
"3640",454090.912790386
"3641",955393.658322972
"3642",549932.298189985
"3643",415916.725766182
"3644",352195.332114694
"3645",440416.853478482
"3646",545029.059253071
"3647",254475.408033182
"3648",437841.524468847
"3649",285628.299036089
"3650",1272991.81857019
"3651",427135.326100292
"3652",256307.076766126
"3653",442779.079827993
"3654",514303.034610687
"3655",458281.573778283
"3656",435715.374558708
"3657",666579.219481347
"3658",577920.603375129
"3659",1401934.84487118
"3660",559820.122892131
"3661",208276.269892959
"3662",443528.898273684
"3663",422293.885000578
"3664",389606.550409824
"3665",356720.164214715
"3666",1010103.65184812
"3667",436268.512779587
"3668",417574.039947982
"3669",570599.132427073
"3670",814943.50886274
"3671",449934.065305182
"3672",282141.023084164
"3673",275067.248004474
"3674",724044.4097841
"3675",321229.997931987
"3676",554275.845297569
"3677",470088.320209443
"3678",242434.990503508
"3679",753816.042408781
"3680",2240280.38815403
"3681",297184.492281032
"3682",930589.443890983
"3683",744936.015049183
"3684",390802.750013517
"3685",336012.278107988
"3686",303964.087294971
"3687",285072.991739747
"3688",561196.345930764
"3689",565046.384638206
"3690",442222.23836657
"3691",610167.92339648
"3692",547729.867609627
"3693",625109.779270602
"3694",248428.184941277
"3695",1331715.84692442
"3696",613095.909356876
"3697",362180.802306788
"3698",485126.762682828
"3699",947820.01855503
"3700",624528.033536781
"3701",1071903.46145239
"3702",871200.696037434
"3703",546791.435765174
"3704",840212.328064065
"3705",341983.905325747
"3706",542245.782704305
"3707",277937.736150262
"3708",387856.319552884
"3709",315644.052163867
"3710",380716.709939397
"3711",412443.330720235
"3712",171710.918287197
"3713",630493.713895772
"3714",220830.248949622
"3715",575012.722519495
"3716",507546.873800901
"3717",480428.638357774
"3718",596897.247231484
"3719",412475.660222627
"3720",476944.607951126
"3721",269968.652324257
"3722",148028.185501048
"3723",314407.44881065
"3724",925928.232727166
"3725",258353.865327212
"3726",584372.84698127
"3727",1197837.48008222
"3728",448025.08557945
"3729",296519.000464692
"3730",949425.490093109
"3731",573764.334788134
"3732",930656.344373995
"3733",470213.770035773
"3734",798830.790604604
"3735",622374.469618015
"3736",360086.180826563
"3737",286767.64187417
"3738",340390.204899656
"3739",323592.166287343
"3740",307364.803591432
"3741",779487.859731408
"3742",441035.144262498
"3743",491236.350221281
"3744",379885.497946996
"3745",262538.571880336
"3746",393350.979489086
"3747",289667.036202645
"3748",561431.083349387
"3749",677988.654897421
"3750",358702.862861369
"3751",962149.25975956
"3752",308103.887386057
"3753",518330.545566424
"3754",470871.371676817
"3755",427813.02540699
"3756",185598.979072112
"3757",851980.023490289
"3758",555114.117797555
"3759",779671.212687712
"3760",1088661.51611754
"3761",616064.877928151
"3762",365488.511344509
"3763",666037.929708541
"3764",416737.169473556
"3765",341595.35571572
"3766",619551.031945065
"3767",988763.821493274
"3768",278271.934054546
"3769",811261.388277969
"3770",405952.706594114
"3771",205782.731444579
"3772",486320.07411107
"3773",347493.077810739
"3774",551556.41688349
"3775",415852.1267075
"3776",318318.682042451
"3777",425632.562042096
"3778",261083.236224828
"3779",377150.278435797
"3780",307792.006200913
"3781",993328.505669156
"3782",407287.547326435
"3783",372082.240782808
"3784",440460.634009672
"3785",2432662.76795431
"3786",281415.048901631
"3787",2251003.36609153
"3788",639605.114581659
"3789",1072348.04643567
"3790",393557.237471533
"3791",322654.333582169
"3792",1613195.35528264
"3793",613243.85453356
"3794",1516282.08996823
"3795",788615.194711669
"3796",257493.636605887
"3797",309478.86825239
"3798",300535.064350627
"3799",558067.851175811
"3800",362289.352406298
"3801",289232.517005784
"3802",350833.689900024
"3803",850576.793532664
"3804",1491561.19336828
"3805",828473.334493458
"3806",234871.450398528
"3807",451142.548540192
"3808",451752.171875626
"3809",656448.251166208
"3810",815807.683127058
"3811",404753.01585179
"3812",566693.757649266
"3813",1155746.27989774
"3814",813341.401259578
"3815",319031.619537164
"3816",251565.96573728
"3817",547981.738671433
"3818",236870.196713083
"3819",470353.460338413
"3820",724183.620648893
"3821",538065.061233069
"3822",639571.151306504
"3823",472185.598033569
"3824",453655.655309738
"3825",226757.526579922
"3826",201716.569404296
"3827",719916.304170232
"3828",363643.511033839
"3829",785240.64417547
"3830",1543428.37113216
"3831",248552.957991559
"3832",366158.481669476
"3833",1072132.97770096
"3834",592976.536137605
"3835",432555.151925726
"3836",680254.993484446
"3837",266084.616902697
"3838",1149277.19334263
"3839",1044703.17640021
"3840",615399.577632639
"3841",322622.808930357
"3842",350524.514417426
"3843",439168.197647952
"3844",237480.467937015
"3845",690084.508457623
"3846",189015.283536015
"3847",274752.320334327
"3848",809850.158655402
"3849",191040.963355778
"3850",1135074.04276186
"3851",486102.131101502
"3852",323389.008865001
"3853",379703.329878269
"3854",589897.874911372
"3855",709641.80803945
"3856",1258372.50737018
"3857",454986.1198439
"3858",995156.457754988
"3859",519893.860223352
"3860",417716.602145103
"3861",1507853.4425526
"3862",387875.752009916
"3863",500511.201157473
"3864",393220.635263932
"3865",412795.145063972
"3866",323457.842656448
"3867",319445.946786748
"3868",537089.301712478
"3869",630190.092496176
"3870",1015861.43511661
"3871",493050.517896397
"3872",746096.305289982
"3873",1085961.42257966
"3874",753228.071648483
"3875",647414.547476013
"3876",479232.1852257
"3877",492630.261716012
"3878",307433.626658722
